"company","bean_origin","REF","review_date","cocoa_percent","company_location","rating","bean_type","broad_bean_origin","cacao_decimal"
"Hoja Verde (Tulicorp)","Arriba",414,2009,"72%","Ecuador",3,"Forastero (Arriba) ASS","Ecuador",0.72
"Hoja Verde (Tulicorp)","Arriba",414,2009,"58%","Ecuador",3.25,"Forastero (Arriba) ASS","Ecuador",0.58
"Hoja Verde (Tulicorp)","Manabi",414,2009,"58%","Ecuador",3.5,"Forastero (Arriba) ASS","Ecuador",0.58
"Holy Cacao","Maranon",1872,2016,"70%","Israel",2.75," ","Peru",0.7
"Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,"70%","Israel",3.5," ","Ecuador",0.7
"Holy Cacao","Sambirano",1466,2015,"70%","Israel",3.5,"Trinitario","Madagascar",0.7
"Holy Cacao","Gran Couva",1466,2015,"70%","Israel",3.5,"Trinitario","Trinidad",0.7
"Holy Cacao","Mara",1466,2015,"70%","Israel",3.5," ","Venezuela",0.7
"Holy Cacao","Ivory Coast",431,2009,"70%","Israel",2.5," ","Ivory Coast",0.7
"Holy Cacao","Hispaniola",431,2009,"70%","Israel",2.75," ","Dominican Republic",0.7
"Holy Cacao","San Martin",431,2009,"70%","Israel",3.5," ","Peru",0.7
"Holy Cacao","Hispaniola w/ nibs",431,2009,"75%","Israel",3.75," ","Dominican Republic",0.75
"Honest","Ecuador, w/ nibs",1327,2014,"72%","South Africa",2.5," ","Ecuador",0.72
"Hotel Chocolat","Pepiniere, single Cote",1654,2015,"70%","U.K.",2.75," ","St. Lucia",0.7
"Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,"70%","U.K.",4,"Trinitario","St. Lucia",0.7
"Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,"100%","U.K.",1.75,"Trinitario","St. Lucia",1
"Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,"75%","U.K.",3,"Trinitario","Trinidad",0.75
"Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,"80%","U.K.",3.5,"Trinitario","Vietnam",0.8
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,"90%","U.K.",3,"Forastero (Nacional)","Ecuador",0.9
"Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,"72%","U.K.",3,"Trinitario","Madagascar",0.72
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,"82%","U.K.",3.5,"Forastero (Nacional)","Ecuador",0.82
"Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,"100%","U.K.",2.75," ","Peru",1
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,"100%","U.K.",2.5,"Forastero (Nacional)","Ecuador",1
"Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,"100%","U.K.",2.75," ","Dominican Republic",1
"Hotel Chocolat (Coppeneur)","Sambirano",809,2012,"66%","U.K.",3.5,"Trinitario, Criollo","Madagascar",0.66
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,"80%","U.K.",3,"Forastero (Nacional)","Ecuador",0.8
"Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,"65%","U.K.",3,"Trinitario","St. Lucia",0.65
"Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,"65%","U.K.",3.25,"Trinitario","St. Lucia",0.65
"Hotel Chocolat (Coppeneur)","Ecuador",552,2010,"70%","U.K.",2.75," ","Ecuador",0.7
"Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,"70%","U.K.",3," ","Dominican Republic",0.7
"Hotel Chocolat (Coppeneur)","Chuao",600,2010,"70%","U.K.",2.75,"Trinitario","Venezuela",0.7
"Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,"72%","U.K.",3," ","St. Lucia",0.72
"Hotel Chocolat (Coppeneur)","Uganda",296,2008,"80%","U.K.",2.5,"Forastero","Uganda",0.8
"Hotel Chocolat (Coppeneur)","Tanzania",296,2008,"75%","U.K.",2.75," ","Tanzania",0.75
"Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,"72%","U.K.",3,"Forastero","Sao Tome",0.72
"Hummingbird","Lam Dong",1542,2015,"70%","Canada",3.5,"Trinitario","Vietnam",0.7
"Hummingbird","Bolivia",1307,2014,"70%","Canada",3,"Criollo, Trinitario","Bolivia",0.7
"Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,"70%","Canada",3,"Criollo, Trinitario","Bolivia",0.7
"Hummingbird","Momotombo",1311,2014,"70%","Canada",3,"Trinitario","Nicaragua",0.7
"Hummingbird","Hispaniola",1311,2014,"70%","Canada",3.75,"Trinitario","Dominican Republic",0.7
"Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,"70%","Canada",3.5," ","Dominican Republic",0.7
"Hummingbird","Ocumare, Cumboto",1097,2013,"70%","Canada",3.25,"Trinitario, Criollo","Venezuela",0.7
"Hummingbird","Amazonas",1097,2013,"70%","Canada",3.75,"Forastero","Venezuela",0.7
"Idilio (Felchlin)","Chuao, Venezuela",1085,2013,"72%","Switzerland",3.75,"Trinitario","Venezuela",0.72
"Idilio (Felchlin)","Coopertiva Amazona",725,2011,"72%","Switzerland",3.75,"Criollo","Venezuela",0.72
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,"72%","Switzerland",3.75," ","Venezuela",0.72
"Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,"72%","Switzerland",3.25,"Criollo","Venezuela",0.72
"Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,"72%","Switzerland",3.75,"Criollo","Venezuela",0.72
"Idilio (Felchlin)","Porcelana, Zulia",733,2011,"74%","Switzerland",4,"Criollo","Venezuela",0.74
"Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,"72%","Switzerland",3.5,"Criollo","Venezuela",0.72
"Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,"70%","Switzerland",4,"Trinitario","Venezuela",0.7
"Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,"72%","Switzerland",4,"Criollo","Venezuela",0.72
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,"72%","Switzerland",4," ","Venezuela",0.72
"Indah","India (south)",1788,2016,"61%","India",2.5," ","India",0.61
"Indaphoria","La Red",821,2012,"70%","U.S.A.",3.25," ","Dominican Republic",0.7
"Indaphoria","Conacado, Manifesto",907,2012,"70%","U.S.A.",2.75," ","Dominican Republic",0.7
"Indi","Honduras",1255,2014,"77%","U.S.A.",3," ","Honduras",0.77
"iQ Chocolate","Satipo region, white label",943,2012,"72%","Scotland",2.75,"Criollo","Peru",0.72
"iQ Chocolate","black label",943,2012,"72%","Scotland",3," ","Peru",0.72
"Isidro","Madagascar",1275,2014,"72%","U.S.A.",3.5,"Trinitario","Madagascar",0.72
"Isidro","Peru",1279,2014,"72%","U.S.A.",2.25," ","Peru",0.72
"Isidro","Belize",1279,2014,"72%","U.S.A.",3.25,"Trinitario","Belize",0.72
"Isidro","Dominican Republic",1279,2014,"72%","U.S.A.",3.25," ","Dominican Republic",0.72
"Izard","Maya Mountain, Toledo, Batch 29",1542,2015,"70%","U.S.A.",3.5,"Trinitario","Belize",0.7
"Izard","Elvesia P., Batch 32",1546,2015,"70%","U.S.A.",2.75," ","Dominican Republic",0.7
"Jacque Torres","Trinatario Treasure",5,2006,"71%","U.S.A.",2,"Trinitario","Ghana",0.71
"Jordis","Madagascar",1534,2015,"63%","Czech Republic",2.75,"Trinitario","Madagascar",0.63
"Just Good Chocolate","Belize",1375,2014,"70%","U.S.A.",3.5,"Trinitario","Belize",0.7
"Just Good Chocolate","Madagascar",1375,2014,"70%","U.S.A.",3.5,"Trinitario","Madagascar",0.7
"Just Good Chocolate","Peru",1375,2014,"70%","U.S.A.",4," ","Peru",0.7
"Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,"70%","Domincan Republic",3.5," ","Dominican Republic",0.7
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,"82%","Domincan Republic",3," ","Dominican Republic",0.82
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,"55%","Domincan Republic",3.25," ","Dominican Republic",0.55
"Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,"62%","Domincan Republic",3.25," ","Dominican Republic",0.62
"Kakao","Peru",837,2012,"64%","Germany",2.5," ","Peru",0.64
"Kakao","Vanuatu",387,2009,"65%","Germany",3.75,"Trinitario","Vanuatu",0.65
"Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,"70%","Ecuador",3," ","Ecuador",0.7
"Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,"70%","Ecuador",3.5," ","Ecuador",0.7
"Kallari (Ecuatoriana)","Roberto",245,2008,"75%","Ecuador",2.75," ","Ecuador",0.75
"Kallari (Ecuatoriana)","Diego/ original micro",248,2008,"85%","Ecuador",2.5," ","Ecuador",0.85
"Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,"85%","Ecuador",2.75," ","Ecuador",0.85
"Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,"85%","Ecuador",3," ","Ecuador",0.85
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,"75%","Ecuador",2.5," ","Ecuador",0.75
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,"85%","Ecuador",3," ","Ecuador",0.85
"Kaoka (Cemoi)","Noir",404,2009,"70%","France",2.75," "," ",0.7
"Kaoka (Cemoi)","Ecuador",423,2009,"80%","France",2.75," ","Ecuador",0.8
"Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,"70%","U.S.A.",3.75," ","Dominican Republic",0.7
"Ki' Xocolatl","Dark",431,2009,"72%","Mexico",2," ","Mexico",0.72
"Kiskadee","La Red, Guanconjeco",1251,2014,"60%","U.S.A.",3,"Trinitario","Dominican Republic",0.6
"Kto","San Martin",1422,2014,"72%","U.S.A.",2.5," ","Peru",0.72
"Kto","Ocumare",1422,2014,"72%","U.S.A.",2.75," ","Venezuela",0.72
"Kto","Belize",1422,2014,"72%","U.S.A.",3,"Trinitario","Belize",0.72
"Kto","Sambirano Valley",1422,2014,"72%","U.S.A.",3.25,"Trinitario","Madagascar",0.72
"Kto","Belize",1426,2014,"90%","U.S.A.",3.25,"Trinitario","Belize",0.9
"Kto","Elvesia",1426,2014,"72%","U.S.A.",3.25," ","Dominican Republic",0.72
"Kto","ROIG",1426,2014,"72%","U.S.A.",3.25," ","Dominican Republic",0.72
"K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,"70%","U.S.A.",3.25," ","Haiti",0.7
"K'ul","Maranon, Fortunato No. 4",1852,2016,"70%","U.S.A.",2.75,"Forastero (Nacional)","Peru",0.7
"K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,"70%","U.S.A.",3.75," ","Ecuador",0.7
"K'ul","Bahia, Fazenda Camboa",1852,2016,"70%","U.S.A.",3.75,"Forastero","Brazil",0.7
"Kyya","Uganda",1359,2014,"72.5%","U.S.A.",2.5,"Forastero","Uganda",0.725
"Kyya","Hispaniola",1359,2014,"72.5%","U.S.A.",3," ","Dominican Republic",0.725
"Kyya","Ecuador",1363,2014,"72.5%","U.S.A.",2.5," ","Ecuador",0.725
"Kyya","Madagascar",1363,2014,"72.5%","U.S.A.",3,"Trinitario","Madagascar",0.725
"L.A. Burdick (Felchlin)","Peru",891,2012,"74%","U.S.A.",3.25," ","Peru",0.74
"L.A. Burdick (Felchlin)","Brazil",891,2012,"70%","U.S.A.",4," ","Brazil",0.7
"L.A. Burdick (Felchlin)","Chuao",927,2012,"68%","U.S.A.",3.75,"Trinitario","Venezuela",0.68
"L.A. Burdick (Felchlin)","Quito",682,2011,"74%","U.S.A.",3.75," ","Ecuador",0.74
"L.A. Burdick (Felchlin)","Grenada",576,2010,"75%","U.S.A.",3.25,"Trinitario","Grenada",0.75
"L.A. Burdick (Felchlin)","Dominican Republic",576,2010,"74%","U.S.A.",3.75," ","Dominican Republic",0.74
"L.A. Burdick (Felchlin)","Venzuela",597,2010,"71%","U.S.A.",3," ","Venezuela",0.71
"L.A. Burdick (Felchlin)","Madagascar",431,2009,"64%","U.S.A.",3.5,"Trinitario","Madagascar",0.64
"L.A. Burdick (Felchlin)","Bolivian",451,2009,"68%","U.S.A.",3," ","Bolivia",0.68
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,"70%","Japan",2.25,"Trinitario, Criollo","Peru",0.7
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,"70%","Japan",2.5,"Trinitario, Criollo","Peru",0.7
"La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,"70%","Japan",3,"Criollo","Peru",0.7
"La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,"70%","Japan",3,"Trinitario, Criollo","Belize",0.7
"La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,"74%","France",2.75," ","Africa, Carribean, C. Am.",0.74
"La Maison du Chocolat (Valrhona)","Tobago",1145,2013,"60%","France",3.25," ","Tobago",0.6
"La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,"56%","France",3.25," ","Ecuador",0.56
"La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,"66%","France",3.5," ","Dominican Republic",0.66
"La Maison du Chocolat (Valrhona)","Grenada",741,2011,"68%","France",3.5,"Trinitario","Grenada",0.68
"La Maison du Chocolat (Valrhona)","Akosombo",346,2009,"68%","France",3.25,"Forastero","Ghana",0.68
"La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,"69%","France",3.5,"Criollo (Porcelana)","Venezuela",0.69
"La Maison du Chocolat (Valrhona)","Kuruba",439,2009,"60%","France",3," "," ",0.6
"La Maison du Chocolat (Valrhona)","Orinoco",445,2009,"60%","France",3.75," "," ",0.6
"La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,"74%","France",3.5,"Blend","Ven., Indonesia, Ecuad.",0.74
"La Oroquidea","Peruvian Amazon",721,2011,"72%","Peru",2.5," ","Peru",0.72
"La Pepa de Oro","Vinces",713,2011,"60%","Ecuador",3.25," ","Ecuador",0.6
"Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,"75%","France",2.75,"Trinitario","Madagascar",0.75
"Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,"75%","France",2.75,"Trinitario","Vietnam",0.75
"Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,"75%","France",3," ","Cuba",0.75
"Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,"75%","France",3.25," ","Peru",0.75
"Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,"75%","France",3," ","Ivory Coast",0.75
"Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,"75%","France",3.5,"Forastero","Sao Tome",0.75
"Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,"75%","France",3.25," ","Brazil",0.75
"Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,"75%","France",3.75,"Trinitario","Vietnam",0.75
"Laia aka Chat-Noir","Cuba",1434,2014,"70%","France",2.75," ","Cuba",0.7
"Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,"68%","France",2.75," ","Trinidad-Tobago",0.68
"Lajedo do Ouro","Catongo",927,2012,"70%","Brazil",3.5,"Forastero (Catongo)","Brazil",0.7
"Lake Champlain (Callebaut)","Tanzania",327,2009,"75%","U.S.A.",2.5," ","Tanzania",0.75
"L'Amourette","Rugoso",1784,2016,"80%","U.S.A.",3.5,"Trinitario","Nicaragua",0.8
"L'Amourette","Carenero Superior",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela",0.75
"L'Amourette","Rio Caribe",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela",0.75
"L'Amourette","Blend",853,2012,"72%","U.S.A.",3,"Criollo","Peru, Ecuador, Venezuela",0.72
"Letterpress","La Masica, Batch 7, FHIA",1952,2017,"70%","U.S.A.",3.5," ","Honduras",0.7
"Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,"70%","U.S.A.",3.25," ","Belize",0.7
"Letterpress","Liberia",1728,2016,"70%","U.S.A.",3.25," ","Liberia",0.7
"Letterpress","Beniamo",1562,2015,"70%","U.S.A.",3.25," ","Bolivia",0.7
"Letterpress","San Juan Estate, Gran Couva",1562,2015,"70%","U.S.A.",3.5,"Trinitario","Trinidad",0.7
"Letterpress","San Andres",1566,2015,"70%","U.S.A.",3," ","Costa Rica",0.7
"Letterpress","La Red, Guaconejo",1566,2015,"70%","U.S.A.",3.25," ","Domincan Republic",0.7
"Letterpress","Kokoa Kamili",1566,2015,"70%","U.S.A.",3.5," ","Tanzania",0.7
"Letterpress","Maranura",1371,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",0.7
"Levy","Sambirano",1231,2014,"71%","Finland",3.5,"Criollo","Madagascar",0.71
"Lilla","Madagascar",1856,2016,"70%","Finland",3,"Trinitario","Madagascar",0.7
"Lillie Belle","Perfect Illusion",855,2012,"65%","U.S.A.",3.5,"Criollo","Peru",0.65
"Lillie Belle","Bolivia, Wild Thing",903,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia",0.68
"Lillie Belle","La Selva",903,2012,"68%","U.S.A.",3.75," ","Peru",0.68
"Lillie Belle","Purple Haze",947,2012,"75%","U.S.A.",2.75," ","Venezuela, Dom. Rep.",0.75
"Lillie Belle","The Other One, Grand Cru",947,2012,"74%","U.S.A.",3," ","Dominican Republic",0.74
"Lillie Belle","Wild Thing",947,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia",0.68
"Lindt & Sprungli","Excellence (US Version)",157,2007,"85%","Switzerland",3," "," ",0.85
"Loiza","Puerto Rico",1049,2013,"65%","Puerto Rico",2.5," ","Puerto Rico",0.65
"Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,"70%","U.S.A.",3.75," ","Hawaii",0.7
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,"65%","U.S.A.",3.25," ","Hawaii",0.65
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,"75%","U.S.A.",3.75," ","Hawaii",0.75
"Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,"71%","U.S.A.",3," ","Hawaii",0.71
"Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,"72%","U.S.A.",3," ","Hawaii",0.72
"Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,"70%","U.S.A.",3.5," ","Hawaii",0.7
"Love Bar","Nicaragua",1502,2015,"75%","U.S.A.",2," ","Nicaragua",0.75
"Luker","Selva",552,2010,"46%","Colombia",2.75," ","Colombia, Ecuador",0.46
"Luker","Macondo",552,2010,"60%","Colombia",3," ","Colombia, Ecuador",0.6
"Luker","Misterio",552,2010,"58%","Colombia",3," ","Colombia, Ecuador",0.58
"Luker","Santander",552,2010,"65%","Colombia",3.5," ","Colombia",0.65
"Machu Picchu Trading Co.","Peru",721,2011,"70%","Peru",1.5," ","Peru",0.7
"Machu Picchu Trading Co.","Peru",552,2010,"55%","Peru",2.25," ","Peru",0.55
"Madecasse (Cinagra)","Madagascar",284,2008,"67%","Madagascar",3.5,"Trinitario","Madagascar",0.67
"Madecasse (Cinagra)","Madagascar",284,2008,"70%","Madagascar",3.75,"Trinitario","Madagascar",0.7
"Madecasse (Cinagra)","Madagascar",284,2008,"63%","Madagascar",4,"Trinitario","Madagascar",0.63
"Madecasse (Cinagra)","Madagascar",288,2008,"75%","Madagascar",3.5,"Trinitario","Madagascar",0.75
"Madre","Guadalcanal",1940,2017,"73%","U.S.A.",3.5," ","Solomon Islands",0.73
"Madre","Puerto Rico",1085,2013,"70%","U.S.A.",2.75," ","Puerto Rico",0.7
"Madre","Brazil",1085,2013,"70%","U.S.A.",3.5," ","Brazil",0.7
"Madre","Choobua, Kona",1089,2013,"70%","U.S.A.",2.75," ","Hawaii",0.7
"Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,"70%","U.S.A.",2.75," ","Mexico",0.7
"Madre","Hamakua Coast, Kokoleka",991,2012,"70%","U.S.A.",3.25," ","Hawaii",0.7
"Madre","Criollo, Hawaii",995,2012,"70%","U.S.A.",3.25,"Criollo","Hawaii",0.7
"Madre","Kaua'i",995,2012,"70%","U.S.A.",3.5," ","Hawaii",0.7
"Madre","Dominican",672,2011,"70%","U.S.A.",2.5," ","Dominican Republic",0.7
"Madre","Upala",693,2011,"70%","U.S.A.",2.75," ","Costa Rica",0.7
"Madre","Chiapas, Triple Cacao",607,2010,"72%","U.S.A.",2.75," ","Mexico",0.72
"Maglio","Africa",300,2008,"75%","Italy",2," ","Tanzania",0.75
"Maglio","Ecuador",308,2008,"70%","Italy",3,"Forastero (Nacional)","Ecuador",0.7
"Maglio","Cuba",308,2008,"70%","Italy",3.25,"Criollo","Cuba",0.7
"Maglio","Santo Domingo",308,2008,"70%","Italy",3.75,"Blend-Forastero,Criollo","Dominican Republic",0.7
"Majani","Ecuador",531,2010,"70%","Italy",2," ","Ecuador",0.7
"Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,"75%","Madagascar",2.75,"Trinitario","Madagascar",0.75
"Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,"73%","Madagascar",3.5,"Trinitario","Madagascar",0.73
"Malagos","Davao, Mt. Talamo foothills",1121,2013,"65%","Philippines",3.5,"Trinitario","Philippines",0.65
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,"55%","U.S.A.",3.5," ","Hawaii",0.55
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"55%","U.S.A.",2.75,"Blend","Hawaii",0.55
"Malmo","Chuao",1856,2016,"70%","Sweden",3," ","Venezuela",0.7
"Mana","Ecuador",1446,2015,"74%","U.S.A.",2.5," ","Ecuador",0.74
"Mana","Peru",1219,2014,"74%","U.S.A.",2.5," ","Peru",0.74
"Mana","Venezuela",1219,2014,"74%","U.S.A.",2.75," ","Venezuela",0.74
"Mana","Conacado",821,2012,"74%","U.S.A.",3.75," ","Dominican Republic",0.74
"Manifesto Cacao","Colombia",1331,2014,"70%","Colombia",2.75," ","Colombia",0.7
"Manoa","Markham Valley",1522,2015,"72%","U.S.A.",3.5," ","Papua New Guinea",0.72
"Manoa","Coto Brus",1522,2015,"72%","U.S.A.",3.75," ","Costa Rica",0.72
"Manoa","Waiahole, O'ahu",1089,2013,"72%","U.S.A.",3.75," ","Hawaii",0.72
"Manoa","Liberia, #174",1003,2012,"72%","U.S.A.",3.25," ","Liberia",0.72
"Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,"72%","U.S.A.",2.75," ","Hawaii",0.72
"Manoa","Piura",1007,2012,"72%","U.S.A.",3," ","Peru",0.72
"Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,"72%","U.S.A.",3.25," ","Hawaii",0.72
"Manufaktura Czekolady","Johe",1844,2016,"70%","Poland",3.75," ","Nicaragua",0.7
"Manufaktura Czekolady","Peru",1848,2016,"70%","Poland",3.5," ","Peru",0.7
"Manufaktura Czekolady","Porcelana",1255,2014,"70%","Poland",3.75,"Criollo","Venezuela",0.7
"Manufaktura Czekolady","Kolumbia",1279,2014,"85%","Poland",3.5," ","Colombia",0.85
"Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,"70%","Poland",3.25," ","Dominican Republic",0.7
"Manufaktura Czekolady","Grand Cru Ghana",871,2012,"70%","Poland",3.5,"Forastero","Ghana",0.7
"Manufaktura Czekolady","Grand Cru Ecuador",875,2012,"70%","Poland",3.25," ","Ecuador",0.7
"Map Chocolate","Ben Tre, Surprise Valley",1896,2016,"75%","U.S.A.",3.25,"Trinitario","Vietnam",0.75
"Map Chocolate","ROIG, 2014",1474,2015,"70%","U.S.A.",3.5,"Criollo, Trinitario","Dominican Republic",0.7
"Map Chocolate","Maranon, 2014",1474,2015,"62%","U.S.A.",3.5,"Forastero (Nacional)","Peru",0.62
"Map Chocolate","Ecuador",1478,2015,"70%","U.S.A.",3.5,"Trinitario","Ecuador",0.7
"Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,"70%","U.S.A.",2.75,"Trinitario","Trinidad",0.7
"Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,"70%","U.S.A.",3.5," ","Nicaragua",0.7
"Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,"68%","U.S.A.",3.5,"Criollo","Peru",0.68
"Map Chocolate","Colombia",1610,2015,"75%","U.S.A.",2.75," ","Colombia",0.75
"Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,"72%","U.S.A.",3," ","Tanzania",0.72
"Map Chocolate","Le Chocolat Chaud",1634,2015,"78%","U.S.A.",3.5," ","Honduras",0.78
"Marana","Piura",1872,2016,"70%","Peru",3," ","Peru",0.7
"Marana","Cusco",1884,2016,"70%","Peru",2.75," ","Peru",0.7
"Marana","San Martin",1884,2016,"70%","Peru",3," ","Peru",0.7
"Marigold's Finest","Cacao Nib Crunch",1808,2016,"75%","Canada",3.25," "," ",0.75
"Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,"85%","Vietnam",3.25,"Trinitario","Vietnam",0.85
"Marou","Ben Tre",1650,2015,"68%","Vietnam",3.5,"Trinitario","Vietnam",0.68
"Marou","Dak Lak, Batch 2451",1650,2015,"70%","Vietnam",3.75,"Trinitario","Vietnam",0.7
"Marou","Tan Phu Dong, Treasure Island",1149,2013,"75%","Vietnam",3.5,"Trinitario","Vietnam",0.75
"Marou","Ba Ria",845,2012,"76%","Vietnam",3.5,"Trinitario","Vietnam",0.76
"Marou","Dong Nai",845,2012,"72%","Vietnam",3.5,"Trinitario","Vietnam",0.72
"Marou","Tien Giang, Gao Co-op",845,2012,"70%","Vietnam",3.5,"Trinitario","Vietnam",0.7
"Marou","Ben Tre",849,2012,"78%","Vietnam",3.5,"Trinitario","Vietnam",0.78
"Marou","Tien Giang",895,2012,"80%","Vietnam",3,"Trinitario","Vietnam",0.8
"Marou","Lam Dong",955,2012,"74%","Vietnam",3.5,"Trinitario","Vietnam",0.74
"Mars","Matina 1-6, prototype",537,2010,"65%","U.S.A.",3," ","Costa Rica",0.65
"Mars","Ivory Coast",544,2010,"65%","U.S.A.",3," ","Ivory Coast",0.65
"Mars","Nigeria",544,2010,"65%","U.S.A.",3.25," ","Nigeria",0.65
"Mars","Ghana, prototype",544,2010,"65%","U.S.A.",3.5,"Forastero","Ghana",0.65
"Marsatta","Dominican Republic",1189,2013,"74%","U.S.A.",2.25," ","Dominican Republic",0.74
"Marsatta","Dominican Republic",1189,2013,"89%","U.S.A.",2.5," ","Dominican Republic",0.89
"Martin Mayer","Alto Beni",1836,2016,"76%","Austria",2.75," ","Bolivia",0.76
"Martin Mayer","Pisa",1836,2016,"82%","Austria",3," ","Haiti",0.82
"Martin Mayer","Tumaco",1836,2016,"74%","Austria",3.25," ","Colombia",0.74
"Mast Brothers","Guatemala",1450,2015,"76%","U.S.A.",3," ","Guatemala",0.76
"Mast Brothers","Tanzania",1450,2015,"74%","U.S.A.",3.25," ","Tanzania",0.74
"Mast Brothers","French Laundry 20th Anniversary",1359,2014,"75%","U.S.A.",3.75,"Blend","Peru, Belize",0.75
